URL,Domain,Labels Used,Citations,Cases,Record Types,Verbatim Quotes,Deep Links,HTTP Status,Page Exists,Claim Supported,Verdict,Notes
https://www.aeaweb.org/articles?id=10.1257%2Faer.20121656,aeaweb.org,Currie et al. 2015,2,GenX Contamination in the Cape Fear River,Proposal chain evidence | Proposal chain counter-evidence,1,#/case/genx-pfas/spine/pr/2/l/1,,,,,
https://www.aeaweb.org/articles?id=10.1257/aeri.20210748,aeaweb.org,"Jack et al., AER: Insights 2023 | Jack et al. 2023",2,COVID-19 School Closures and Reopenings,Evidence | Impact evidence,1,#/case/covid-schools/chain/schools-legitimacy/S8 | #/case/covid-schools/spine/i/3,,,,,
https://www.brookings.edu/articles/chapter-2-school-board-members-views-of-the-covid-19-and-culture-war-era/,brookings.edu,Brookings school board survey,2,COVID-19 School Closures and Reopenings,Evidence | Mechanism that should have worked,1,#/case/covid-schools/chain/schools-legitimacy/S5 | #/case/covid-schools/spine/m/0,,,,,
https://www.brookings.edu/articles/how-misinformation-is-distorting-covid-policies-and-behaviors/,brookings.edu,Brookings Institution,2,COVID-19 School Closures and Reopenings,Proposal chain evidence | Proposal chain counter-evidence,1,#/case/covid-schools/spine/pr/3/l/2,,,,,
https://www.c8sciencepanel.org/,c8sciencepanel.org,C8 Science Panel,2,GenX Contamination in the Cape Fear River,Proposal chain counter-evidence | Timeline entry,0,#/case/genx-pfas/spine/pr/4/l/0 | #/case/genx-pfas/timeline,,,,,
https://www.cbsnews.com/news/wilmington-nc-cape-fear-river-water-tainted-genx-dupont-chemours/,cbsnews.com,CBS News,2,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://www.chalkbeat.org/chicago/2022/9/1/23333494/chicago-public-schools-local-school-councils-vacancies-raise-your-hand/,chalkbeat.org,Chalkbeat Chicago,2,COVID-19 School Closures and Reopenings,Proposal chain counter-evidence | Comparable case,1,#/case/covid-schools/spine/pr/4/l/0 | #/case/covid-schools/spine/pr/4,,,,,
https://www.commerce.senate.gov/meetings/subcommittee-protecting-kids-online-facebook-instagram-and-mental-health-harms/,commerce.senate.gov,Senate Commerce,2,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.commonwealthfund.org/blog/2022/two-years-covid-vaccines-prevented-millions-deaths-hospitalizations,commonwealthfund.org,Commonwealth Fund,2,COVID-19 Vaccine Mandates,Evidence | Impact evidence,1,#/case/covid-vaccines/chain/vax-total/V3 | #/case/covid-vaccines/spine/i/0,,,,,
https://www.federalregister.gov/documents/2021/11/05/2021-23643/covid-19-vaccination-and-testing-emergency-temporary-standard,federalregister.gov,Federal Register,2,COVID-19 Vaccine Mandates,Mechanism that should have worked | Timeline entry,0,#/case/covid-vaccines/spine/m/2 | #/case/covid-vaccines/timeline,,,,,
https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.1087087/full,frontiersin.org,Buonanno et al. 2022,2,COVID-19 School Closures and Reopenings,Proposal chain evidence | Comparable case,1,#/case/covid-schools/spine/pr/1/l/1 | #/case/covid-schools/spine/pr/1,,,,,
https://www.healthcaredive.com/news/hhs-will-send-250m-in-grants-for-vaccine-equity-push/596372/,healthcaredive.com,Healthcare Dive,2,COVID-19 Vaccine Mandates,Participation instance | Timeline entry,0,#/case/covid-vaccines/chain/vax-fair/F3/p/0 | #/case/covid-vaccines/timeline,,,,,
https://www.healthsystemtracker.org/brief/covid19-and-other-leading-causes-of-death-in-the-us/,healthsystemtracker.org,Peterson-KFF Health System Tracker,2,COVID-19 Vaccine Mandates,Evidence | Impact evidence,1,#/case/covid-vaccines/chain/vax-total/V3 | #/case/covid-vaccines/spine/i/1,,,,,
https://www.kff.org/covid-19/kff-covid-19-vaccine-monitor-dashboard/,kff.org,KFF Vaccine Monitor | KFF,2,COVID-19 Vaccine Mandates,Evidence | Timeline entry,1,#/case/covid-vaccines/chain/vax-total/V5 | #/case/covid-vaccines/timeline,,,,,
https://www.kff.org/covid-19/kff-health-tracking-poll-july-2020,kff.org,KFF,2,COVID-19 School Closures and Reopenings,Mechanism that should have worked | Timeline entry,0,#/case/covid-schools/spine/m/2 | #/case/covid-schools/timeline,,,,,
https://www.michigan.gov/egle/about/organization/drinking-water-and-environmental-health/community-water-supply/pfas-drinking-water-rules,michigan.gov,"Michigan Department of Environment, Great Lakes, and Energy",2,GenX Contamination in the Cape Fear River,Proposal chain evidence | Comparable case,0,#/case/genx-pfas/spine/pr/5/l/1 | #/case/genx-pfas/spine/pr/5,,,,,
https://www.nacwa.org/news-publications/news-detail/2022/02/22/the-c.d.c.-isn-t-publishing-large-portions-of-the-covid-data-it-collects,nacwa.org,New York Times,2,COVID-19 Vaccine Mandates,Mechanism that should have worked | Comparable case,0,#/case/covid-vaccines/spine/m/8 | #/case/covid-vaccines/spine/pr/0,,,,,
https://www.nationalcivicleague.org/ncr-article/deliberative-polling-and-the-rise-of-wind-power-in-texas/,nationalcivicleague.org,National Civic League,2,COVID-19 School Closures and Reopenings,Proposal chain counter-evidence | Comparable case,0,#/case/covid-schools/spine/pr/1/l/0 | #/case/covid-schools/spine/pr/1,,,,,
https://www.nationsreportcard.gov/highlights/ltt/2022,nationsreportcard.gov,National Assessment of Educational Progress | NAEP,2,COVID-19 School Closures and Reopenings,Impact evidence | Timeline entry,0,#/case/covid-schools/spine/i/3 | #/case/covid-schools/timeline,,,,,
https://www.nature.com/articles/s41591-021-01661-7,nature.com,Ward et al. 2022,2,COVID-19 Vaccine Mandates,Proposal chain evidence | Proposal chain counter-evidence,2,#/case/covid-vaccines/spine/pr/1/l/2,,,,,
https://www.nature.com/articles/s41598-022-20312-6,nature.com,Scientific Reports 12 | Yueh et al. 2022,2,COVID-19 Vaccine Mandates,Evidence | Comparable case,1,#/case/covid-vaccines/chain/vax-total/V2 | #/case/covid-vaccines/spine/pr/0,,,,,
https://www.nber.org/papers/w30010,nber.org,"Goldhaber et al., NBER w30010 | Goldhaber et al. 2022",2,COVID-19 School Closures and Reopenings,Evidence | Impact evidence,1,#/case/covid-schools/chain/schools-legitimacy/S8 | #/case/covid-schools/spine/i/3,,,,,
https://www.niehs.nih.gov/news/factor/2023/1/feature/3-feature-genx-exposure-study,niehs.nih.gov,NIEHS Environmental Factor,2,GenX Contamination in the Cape Fear River,Evidence | Participation instance,1,#/case/genx-pfas/chain/pfas-harm/R5 | #/case/genx-pfas/chain/pfas-harm/R5/p/0,,,,,
https://www.npr.org/local/309/2020/07/14/890756361/20-of-schools-lack-enough-local-school-council-members-to-vote-on-keeping-police,npr.org,WBEZ Chicago,2,COVID-19 School Closures and Reopenings,Proposal chain counter-evidence | Comparable case,1,#/case/covid-schools/spine/pr/4/l/0 | #/case/covid-schools/spine/pr/4,,,,,
https://www.pewresearch.org/science/2022/02/09/increasing-public-criticism-confusion-over-covid-19-response-in-u-s,pewresearch.org,Pew Research Center | Pew Research,2,COVID-19 Vaccine Mandates,Evidence | Timeline entry,1,#/case/covid-vaccines/chain/vax-total/V1 | #/case/covid-vaccines/timeline,,,,,
https://www.pewresearch.org/science/2023/11/14/americans-trust-in-scientists-positive-views-of-science-continue-to-decline/,pewresearch.org,Pew 2023,2,COVID-19 School Closures and Reopenings,Counter-evidence,2,#/case/covid-schools/chain/schools-legitimacy/S7,,,,,
https://www.rand.org/pubs/research_reports/RRA308-12.html,rand.org,RAND RR-A308-12 | RAND Corporation,2,COVID-19 Vaccine Mandates,Counter-evidence | Proposal chain counter-evidence,1,#/case/covid-vaccines/chain/vax-total/V1 | #/case/covid-vaccines/spine/pr/0/l/0,,,,,
https://www.sciencedaily.com/releases/2021/02/210212101842.htm,sciencedaily.com,Vlachos et al. 2021,2,COVID-19 School Closures and Reopenings,Proposal chain evidence | Proposal chain counter-evidence,2,#/case/covid-schools/spine/pr/2/l/3,,,,,
https://www.supremecourt.gov/opinions/21pdf/21a240_d18e.pdf,supremecourt.gov,Biden v. Missouri | SCOTUS,2,COVID-19 Vaccine Mandates,Evidence | Timeline entry,1,#/case/covid-vaccines/chain/vax-total/V5 | #/case/covid-vaccines/timeline,,,,,
https://www.turi.org/wp-content/uploads/2024/03/TURAOverview.June2018.pdf,turi.org,Toxics Use Reduction Institute,2,GenX Contamination in the Cape Fear River,Proposal chain evidence | Comparable case,1,#/case/genx-pfas/spine/pr/2/l/2 | #/case/genx-pfas/spine/pr/2,,,,,
https://www.wunc.org/environment/2026-05-14/pfas-dioxane-water-pollution-monitoring-minimization-emc-deq,wunc.org,"WUNC, May 2026",2,GenX Contamination in the Cape Fear River,Participation instance | Evidence,1,#/case/genx-pfas/chain/pfas-harm/R5/p/1 | #/case/genx-pfas/chain/pfas-harm/R6,,,,,
https://www.wunc.org/politics/2025-05-09/chemours-pay-pfas-removal-nc-house-bill,wunc.org,WUNC,2,GenX Contamination in the Cape Fear River,Evidence,2,#/case/genx-pfas/chain/pfas-harm/R6,,,,,
https://about.fb.com/news/2018/01/news-feed-fyi-bringing-people-closer-together,about.fb.com,Meta Newsroom,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://about.fb.com/news/2021/09/pausing-instagram-kids-building-parental-supervision-tools,about.fb.com,Meta Newsroom,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://about.fb.com/news/2021/09/research-teen-well-being-and-instagram,about.fb.com,Meta Newsroom,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://about.fb.com/news/2024/09/instagram-teen-accounts,about.fb.com,Meta Newsroom,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://about.fb.com/news/2025/04/introducing-new-built-in-restrictions-instagram-teen-accounts-expanding-facebook-messenger,about.fb.com,Meta Newsroom,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://academic.oup.com/jpart/article-abstract/24/1/137/916830,academic.oup.com,Grimmelikhuijsen and Meijer 2014,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,0,#/case/covid-schools/spine/pr/3/l/3,,,,,
https://academic.oup.com/publius/article/54/1/34/7191229,academic.oup.com,Tselios 2024,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/2,,,,,
https://actionnetwork.org/petitions/sign-our-letter-telling-congress-enough-stop-harmful-spread-of-pfas,actionnetwork.org,Action Network,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://aftmichigan.org/executive-order-closing-public-schools-for-remainder-of-19-20-school-year,aftmichigan.org,AFT Michigan,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://ag.ny.gov/press-release/2023/attorney-general-james-and-multistate-coalition-sue-meta-harming-youth,ag.ny.gov,NY AG,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://airmonitorchalmette.com/,airmonitorchalmette.com,Chalmette Air Monitoring Project,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R5/p/2,,,,,
https://ajph.aphapublications.org/doi/full/10.2105/AJPH.2023.307517,ajph.aphapublications.org,AJPH 2024 (DOI 10.2105/AJPH.2023.307517),1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://annalsofglobalhealth.org/articles/10.5334/aogh.4013,annalsofglobalhealth.org,"Gaber et al. 2023, Annals of Global Health",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D1,,,,,
https://arxiv.org/abs/2203.02625,arxiv.org,Larsen et al. 2022,1,COVID-19 Vaccine Mandates,Proposal chain counter-evidence,1,#/case/covid-vaccines/spine/pr/0/l/1,,,,,
https://base.socioeco.org/docs/effects_of_participatory_budgeting.pdf,base.socioeco.org,Gonçalves 2014,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/0/l/1,,,,,
https://blog.csba.org/pdk-poll-25/,blog.csba.org,CSBA on PDK 2025,1,COVID-19 School Closures and Reopenings,Counter-evidence,1,#/case/covid-schools/chain/schools-legitimacy/S4,,,,,
https://caselaw.findlaw.com/court/nc-court-of-appeals/2176275.html,caselaw.findlaw.com,"State ex rel. Biser v. Chemours, COA21-225",1,GenX Contamination in the Cape Fear River,Counter-evidence,1,#/case/genx-pfas/chain/pfas-harm/R3,,,,,
https://cddrl.fsi.stanford.edu/news/results-first-global-deliberative-pollr-announced-stanfords-deliberative-democracy-lab,cddrl.fsi.stanford.edu,Stanford CDDRL,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://cepr.harvard.edu/news/2026/05/why-us-test-scores-are-generation-long-decline,cepr.harvard.edu,Harvard Center for Education Policy Research,1,COVID-19 School Closures and Reopenings,Impact counter-evidence,1,#/case/covid-schools/spine/i/3,,,,,
https://chhe.research.ncsu.edu/wordpress/wp-content/uploads/2017/08/PFECAs_Sun_ESTL2016-2.pdf,chhe.research.ncsu.edu,"Sun et al. 2016 (open copy, NC State CHHE)",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D3,,,,,
https://civicscience.com/trust-issues-sour-outlook-for-meta-facebook-popularity-falls/,civicscience.com,CivicScience,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://coastalreview.org/2017/07/genx-unknowns-frustrate-folks-forum/,coastalreview.org,Coastal Review,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R1/p/1,,,,,
https://coastalreview.org/2017/08/genx-response-activists-rally-clean-water/,coastalreview.org,Coastal Review,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://collaboratory.unc.edu/news/2018/08/01/n-c-policy-collaboratory-launches-new-statewide-study-on-genx-with-5-million-state-appropriation/,collaboratory.unc.edu,NC Policy Collaboratory,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R5,,,,,
https://debeaumont.org/news/2024/poll-most-americans-think-key-covid-policies-were-a-good-idea,debeaumont.org,De Beaumont,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://deliberation.stanford.edu/meta-community-forum-generative-ai-results,deliberation.stanford.edu,Stanford Deliberation,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://digitalcommons.law.ou.edu/cgi/viewcontent.cgi?article=1510&context=onej,digitalcommons.law.ou.edu,"ONE J (Oil and Gas, Natural Resources, and Energy Journal) case note",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R2,,,,,
https://dmeo.gov.in/sites/default/files/2021-08/Package2_WCD_CaseStudy19.pdf,dmeo.gov.in,"Development Monitoring and Evaluation Office, NITI Aayog",1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/3,,,,,
https://doi.org/10.1289/EHP11033,doi.org,"Rosen et al., Environ Health Perspect 130(9)",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D5,,,,,
https://doi.org/10.1289/EHP6837,doi.org,"Kotlarz et al., Environ Health Perspect 128(7)",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D5,,,,,
https://doi.org/10.3390/vaccines12091011,doi.org,Vaccines 12(9):1011,1,COVID-19 Vaccine Mandates,Participation instance,0,#/case/covid-vaccines/chain/vax-total/V4/p/1,,,,,
https://education.jhu.edu/edpolicy/policy-research-initiatives/homeschool-hub/homeschool-growth-2024-2025/,education.jhu.edu,Johns Hopkins Homeschool Hub,1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S3,,,,,
https://edworkingpapers.com/ai22-605,edworkingpapers.com,Singer et al. (EdWorkingPaper ai22-605),1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S1,,,,,
https://edworkingpapers.com/sites/default/files/ai24-906.pdf,edworkingpapers.com,Jacob (EdWorkingPaper ai24-906),1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S5,,,,,
https://ehp.niehs.nih.gov/doi/10.1289/EHP12565,ehp.niehs.nih.gov,Boronow et al. 2023,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/4/l/1,,,,,
https://electoral-reform.org.uk/the-irish-abortion-referendum-how-a-citizens-assembly-helped-to-break-years-of-political-deadlock/,electoral-reform.org.uk,Electoral Reform Society,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/0,,,,,
https://escholarship.org/uc/item/40k8998w,escholarship.org,Prev Med Rep 2022,1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://extapps.dec.ny.gov/docs/air_pdf/tonfact1011.pdf,extapps.dec.ny.gov,New York State Department of Environmental Conservation,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/1,,,,,
https://finance.yahoo.com/blogs/breakout/facebook-snaps-instagram-1-billion-deal-193538763.html,finance.yahoo.com,Yahoo Finance,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://flintwaterstudy.org/information-for-flint-residents/results-for-citizen-testing-for-lead-300-kits/,flintwaterstudy.org,Flint Water Study,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/1,,,,,
https://genxstudy.ncsu.edu/study-timeline/,genxstudy.ncsu.edu,GenX Exposure Study timeline,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R5,,,,,
https://genxstudy.ncsu.edu/wp-content/uploads/sites/149/2025/11/Deidentified_2024_PFAS_ReportBack.pdf,genxstudy.ncsu.edu,GenX Exposure Study,1,GenX Contamination in the Cape Fear River,Impact evidence,1,#/case/genx-pfas/spine/i/2,,,,,
https://home.watson.brown.edu/news/2021-08-06/does-meeting-style-matter-effects-exposure-participatory-and-deliberative-school,home.watson.brown.edu,Collins 2021,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/0/l/2,,,,,
https://ideas.repec.org/a/bla/socsci/v102y2021i5p2266-2284.html,ideas.repec.org,"DeAngelis & Makridis, Social Science Quarterly 102(5), 2266-2284",1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S2,,,,,
https://ideas.repec.org/a/eee/jeeman/v59y2010i3p235-249.html,ideas.repec.org,Langpap and Shimshack 2010,1,GenX Contamination in the Cape Fear River,Proposal chain counter-evidence,0,#/case/genx-pfas/spine/pr/5/l/1,,,,,
https://ideas.repec.org/a/eee/wdevel/v38y2010i10p1473-1485.html,ideas.repec.org,Behrman 2010,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/3,,,,,
https://ideas.repec.org/a/eee/wdevel/v53y2014icp94-110.html,ideas.repec.org,Gonçalves 2014,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/4,,,,,
https://ideas.repec.org/p/cep/cepdps/dp1903.html,ideas.repec.org,"Colmer, Evans and Shimshack 2023",1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/6/l/1,,,,,
https://ideas.repec.org/p/wbk/wbrwps/5190.html,ideas.repec.org,Basinga et al. 2011,1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/3/l/2,,,,,
https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2787869,jamanetwork.com,JAMA Network Open,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F3,,,,,
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0328075,journals.plos.org,PLOS One 2025,1,COVID-19 School Closures and Reopenings,Counter-evidence,1,#/case/covid-schools/chain/schools-legitimacy/S7,,,,,
https://journals.sagepub.com/doi/10.1177/00333549231186606,journals.sagepub.com,Public Health Reports 138(6),1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F3,,,,,
https://journals.sagepub.com/doi/10.1177/08959048231174881,journals.sagepub.com,Singer et al. 2023,1,COVID-19 School Closures and Reopenings,Impact counter-evidence,0,#/case/covid-schools/spine/i/2,,,,,
https://journals.sagepub.com/doi/full/10.1177/0004865820954484,journals.sagepub.com,Murphy et al. 2020,1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/1/l/1,,,,,
https://journals.sagepub.com/doi/full/10.1177/0032321719852254,journals.sagepub.com,"Knobloch, Barthel, and Gastil 2020",1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/4,,,,,
https://labucketbrigade.org/pollution-tools-resources/the-bucket/,labucketbrigade.org,Louisiana Bucket Brigade,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R5/p/2,,,,,
https://link.springer.com/article/10.1007/s11013-023-09835-3,link.springer.com,"Culture, Medicine & Psychiatry",1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F1,,,,,
https://link.springer.com/article/10.1007/s11109-021-09679-w,link.springer.com,"Johnson, Carlson, and Reynolds 2023",1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/4/l/1,,,,,
https://link.springer.com/content/pdf/10.1186/1476-069X-13-40.pdf,link.springer.com,Brody et al. 2014,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/4/l/1,,,,,
https://manhattan.institute/article/cdcs-covid-19-communication-failures,manhattan.institute,Manhattan Institute,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V1,,,,,
https://mdpi.com/2227-9032/9/2/151/htm,mdpi.com,Healthcare 9(2):151,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V2,,,,,
https://medium.com/sidewalk-talk/how-open-data-and-civic-participation-helped-taiwan-slow-covid-b1449bab5841,medium.com,Sidewalk Labs,1,COVID-19 School Closures and Reopenings,Comparable case,0,#/case/covid-schools/spine/pr/3,,,,,
https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic,millercenter.org,Miller Center,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://missionspubliques.org/pf/le-collectif-citoyen-sur-la-campagne-vaccinale-covid-19,missionspubliques.org,Missions Publiques,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/1,,,,,
https://ncnewsline.com/briefs/former-wilmington-mayor-express-outrage-genx-contamination-drinking-water-cape-fear/,ncnewsline.com,NC Newsline,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R1/p/0,,,,,
https://nepis.epa.gov/Exe/ZyNET.exe/901S0J00.TXT?ZyActionD=ZyDocument&Client=EPA&Index=2006+Thru+2010&Docs=&Query=&Time=&EndTime=&SearchMethod=1&TocRestrict=n&Toc=&TocEntry=&QField=&QFieldYear=&QFieldMonth=&QFieldDay=&IntQFieldOp=0&ExtQFieldOp=0&XmlQuery=&File=D%3A%5Czyfiles%5CIndex%20Data%5C06thru10%5CTxt%5C00000001%5C901S0J00.txt&User=ANONYMOUS&Password=anonymous&SortMethod=h%7C-&MaximumDocuments=1&FuzzyDegree=0&ImageQuality=r75g8/r75g8/x150y150g16/i425&Display=hpfr&DefSeekPage=x&SearchBack=ZyActionL&Back=ZyActionS&BackDesc=Results%20page&MaximumPages=1&ZyEntry=1&SeekPage=x&ZyPURL,nepis.epa.gov,EPA,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://news.gallup.com/poll/316412/fewer-parents-full-time-person-fall-schooling.aspx,news.gallup.com,Gallup,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://news.gallup.com/poll/317018/one-three-americans-not-covid-vaccine.aspx,news.gallup.com,Gallup,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://news.gallup.com/poll/354506/update-american-public-opinion-vaccination-requirements.aspx,news.gallup.com,Gallup,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://news.ncsu.edu/2017/11/genx-study/,news.ncsu.edu,NC State launch,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R5/p/0,,,,,
https://news.ncsu.edu/2025/10/high-levels-of-short-chain-pfas-found-in-wilmington-residents-blood/,news.ncsu.edu,NC State summary,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D5,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1111/puar.12685,onlinelibrary.wiley.com,Cucciniello et al. 2017,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,0,#/case/covid-schools/spine/pr/3/l/3,,,,,
https://overdeck.org/research-repository/chronic-absenteeism/connection-trust-learning-student-attendance-in-the-middle-and-high-school-grades-following-the-covid-19-pandemic/,overdeck.org,Overdeck Family Foundation research summary,1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S6,,,,,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2292517,papers.ssrn.com,Tyler and Jackson 2013,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/0/l/3,,,,,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3684867,papers.ssrn.com,DeAngelis & Makridis (SSRN),1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S2,,,,,
https://participedia.net/case/6875,participedia.net,Participedia,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/1,,,,,
https://pdkpoll.org/wp-content/uploads/2020/10/PDKPoll2019Topline.pdf,pdkpoll.org,PDK 2019 topline,1,COVID-19 School Closures and Reopenings,Counter-evidence,1,#/case/covid-schools/chain/schools-legitimacy/S4,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC10294999/,pmc.ncbi.nlm.nih.gov,PudMed,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC10591865/,pmc.ncbi.nlm.nih.gov,"Wilkie et al. 2023, Environmental Research (PMC)",1,GenX Contamination in the Cape Fear River,Evidence,0,#/case/genx-pfas/chain/pfas-harm/D5,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC2799461/,pmc.ncbi.nlm.nih.gov,PMC,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC3855507,pmc.ncbi.nlm.nih.gov,PMC,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
